UUID,Transmitting.time,Collecting.time,Longitude,Latitude,Altitude,Altitude..Ellipsoid.,Speed,NED.Speed,Course,Satellite.used,Positioning.mode,HorAccuracy,VerAccuracy,GPS.time.consumption,Data.Source,HDOP,VDOP
efeb37b5945d,2022-02-24T08:51:33.334Z,2022-02-24T08:47:57Z,99.9213184,26.5036976,2131.91,2097.35,0.2,NA,337.9,7,2,0,0,4,[2],1.41,0.94
efeb37b5945d,2022-03-10T15:57:45.865Z,2022-03-10T04:47:56Z,99.680832,36.342784,3003.79,2958.62,0.1,NA,106.1,7,2,0,0,4,[2],0.89,0.94
efeb37b5945d,2022-03-11T06:56:34.704Z,2022-03-11T06:47:57Z,99.6759488,36.3383776,3003.99,2958.84,0.5,NA,31.8,7,2,0,0,4,[2],1.41,0.89
efeb37b5945d,2022-03-12T15:57:03.478Z,2022-03-12T09:55:56Z,99.6772224,36.3405568,3021.24,2976.08,0.6,NA,29,7,2,0,0,4,[1],1.18,0.88
efeb37b5945d,2022-03-13T07:57:13.852Z,2022-03-13T01:55:55Z,99.6817472,36.3424672,3031.04,2985.87,5.8,NA,161.6,7,2,0,0,4,[1],0.94,0.81
efeb37b5945d,2022-03-26T07:56:38Z,2022-03-26T07:55:56Z,98.4427648,36.887344,2900.3,2853.53,0.5,NA,178.3,7,2,0,0,4,[1],1.07,0.85
efeb37b5945d,2022-03-27T07:56:26.624Z,2022-03-27T01:56:00Z,98.4431936,36.8869312,2990.18,2943.42,0,NA,0,7,2,0,0,4,[1],1.03,0.88
efeb37b5945d,2022-03-28T23:56:24.075Z,2022-03-28T20:55:57Z,98.4498368,36.8803072,2809.19,2762.44,0.9,NA,308.9,7,2,0,0,4,[1],1.24,0.87
efeb37b5945d,2022-03-29T23:56:58.288Z,2022-03-29T16:56:01Z,98.4377344,36.880528,2908.48,2861.73,0.4,NA,315.7,7,2,0,0,4,[1],1.11,0.91
efeb37b5945d,2022-03-29T23:56:58.289Z,2022-03-29T17:56:00Z,98.4370752,36.8796384,2946.91,2900.16,0.5,NA,225.6,7,2,0,0,4,[1],1.2,0.76
efeb37b5945d,2022-03-31T15:56:28.428Z,2022-03-31T13:55:59Z,98.4516352,36.881968,2946.82,2900.07,0.4,NA,353.1,7,2,0,0,4,[1],1.24,0.86
efeb37b5945d,2022-02-24T05:01:28.425Z,2022-02-24T04:58:00Z,99.9212544,26.5038848,2143.88,2109.32,0.4,NA,52.8,7,2,0,0,5,[2],1.72,0.89
efeb37b5945d,2022-02-24T05:21:31.459Z,2022-02-24T05:18:59Z,99.9211648,26.5040304,2162.49,2127.93,0.3,NA,10.5,7,2,0,0,5,[2],1.38,0.94
efeb37b5945d,2022-02-24T06:06:31.963Z,2022-02-24T06:05:58Z,99.9212416,26.5042992,2189.33,2154.77,0.1,NA,66.1,7,2,0,0,5,[2],1.38,0.84
efeb37b5945d,2022-02-24T06:16:51.441Z,2022-02-24T06:13:59Z,99.9212544,26.5041728,2198.47,2163.9,0.1,NA,0,7,2,0,0,5,[2],1.06,0.87
efeb37b5945d,2022-02-24T06:26:28.916Z,2022-02-24T06:24:59Z,99.9209984,26.5042384,2178.65,2144.09,4.4,NA,328.3,7,2,0,0,5,[2],1.2,0.92
efeb37b5945d,2022-02-24T06:51:30.86Z,2022-02-24T06:35:58Z,99.920992,26.5039088,2270.41,2235.84,0,NA,0,7,2,0,0,5,[2],1.06,0.95
efeb37b5945d,2022-02-24T07:31:41.844Z,2022-02-24T07:27:58Z,99.9212928,26.504064,2199.89,2165.33,0.2,NA,215.3,7,2,0,0,5,[2],1.07,0.95
efeb37b5945d,2022-02-24T07:56:37.542Z,2022-02-24T07:39:58Z,99.9213568,26.504112,2160.31,2125.74,0.7,NA,235.5,7,2,0,0,5,[2],1.11,0.94
efeb37b5945d,2022-02-24T07:56:37.55Z,2022-02-24T07:51:58Z,99.9213184,26.5040688,2181.84,2147.27,0.1,NA,267.2,7,2,0,0,5,[2],1.13,0.94
efeb37b5945d,2022-02-24T08:11:34.678Z,2022-02-24T08:08:58Z,99.921152,26.5038208,2197.71,2163.15,0.4,NA,49.9,7,2,0,0,5,[2],1.15,0.91
efeb37b5945d,2022-02-24T15:57:37.002Z,2022-02-24T09:55:58Z,99.9209472,26.5039856,2219.95,2185.38,0.7,NA,86.5,7,2,0,0,5,"[1,2]",1.58,0.96
efeb37b5945d,2022-03-22T07:56:56.667Z,2022-03-21T14:56:01Z,98.4855296,36.8620192,3020.67,2973.98,0.1,NA,0,7,2,0,0,5,[1],1.17,0.91
efeb37b5945d,2022-03-22T07:56:56.668Z,2022-03-21T15:56:01Z,98.4855488,36.8620832,3026.04,2979.35,0,NA,180.5,7,2,0,0,5,[1],1.25,0.89
efeb37b5945d,2022-03-26T23:56:42.125Z,2022-03-26T23:56:02Z,98.4411776,36.8836128,2928.77,2882.01,0.2,NA,0,7,2,0,0,5,[1],1.13,0.89
efeb37b5945d,2022-03-29T10:56:38.096Z,2022-03-29T09:35:58Z,98.4509376,36.8849952,3014.76,2968.01,0.2,NA,153.4,7,2,0,0,5,[2],1.2,0.88
efeb37b5945d,2022-03-29T10:56:38.097Z,2022-03-29T09:45:59Z,98.4513088,36.8849728,2985.41,2938.66,1.1,NA,294.3,7,2,0,0,5,[2],1.17,0.89
efeb37b5945d,2022-03-31T07:57:37.137Z,2022-03-31T05:55:57Z,98.4505856,36.8819936,2962.02,2915.27,0,NA,0,7,2,0,0,5,[1],1.05,0.85
efeb37b5945d,2022-03-31T07:57:49.757Z,2022-03-31T06:55:56Z,98.4486016,36.8835872,2963.63,2916.88,0.3,NA,16.1,7,2,0,0,5,[1],1.49,0.83
efeb37b5945d,2022-04-03T07:56:36.338Z,2022-04-03T03:56:02Z,98.4504192,36.8811616,2927.64,2880.89,0.1,NA,0,7,2,0,0,5,[1],1.07,0.87
efeb37b5945d,2022-02-24T05:26:31.051Z,2022-02-24T05:25:01Z,99.9211584,26.5042224,2318.18,2283.61,0.2,NA,0,7,2,0,0,6,[2],1.18,0.9
efeb37b5945d,2022-02-24T05:31:39.675Z,2022-02-24T05:28:01Z,99.9209984,26.5039184,2210.31,2175.74,0.1,NA,226.5,7,2,0,0,6,[2],1.3,0.95
efeb37b5945d,2022-02-24T06:26:28.915Z,2022-02-24T06:24:00Z,99.9209216,26.5042784,2202.98,2168.42,0.1,NA,0,7,2,0,0,6,[2],1.28,0.94
efeb37b5945d,2022-02-24T06:51:30.856Z,2022-02-24T06:29:00Z,99.921152,26.5042112,2206.75,2172.19,0.5,NA,231.4,7,2,0,0,6,[2],1.2,0.95
efeb37b5945d,2022-02-24T06:56:32.12Z,2022-02-24T06:56:00Z,99.9211136,26.5039952,2296.5,2261.94,0.2,NA,313.5,7,2,0,0,6,"[1,2]",1.16,0.95
efeb37b5945d,2022-02-24T07:11:31.008Z,2022-02-24T06:57:00Z,99.9209984,26.5039648,2315.02,2280.46,0.1,NA,122.7,7,2,0,0,6,[2],1.06,0.94
efeb37b5945d,2022-02-24T07:11:31.009Z,2022-02-24T06:58:00Z,99.9211904,26.5040416,2265.81,2231.25,0.1,NA,0,7,2,0,0,6,[2],1.15,0.95
efeb37b5945d,2022-03-10T15:57:37.97Z,2022-03-10T03:45:58Z,99.7064256,36.2408288,3789.13,3744.2,22.5,NA,333.5,7,2,0,0,6,[4],1.09,0.82
efeb37b5945d,2022-02-24T04:16:31.064Z,2022-02-24T04:12:02Z,99.9210944,26.5042432,2276,2241.43,0.8,NA,83.3,7,2,0,0,7,[2],1.09,0.95
efeb37b5945d,2022-02-24T03:41:40.627Z,2022-02-24T03:41:04Z,99.9191424,26.503576,2308.96,2274.39,0.1,NA,0,7,2,0,0,8,[2],1.54,0.86
efeb37b5945d,2022-02-24T03:56:37.255Z,2022-02-24T03:52:04Z,99.9211904,26.5041392,2305.44,2270.88,0.4,NA,17,7,2,0,0,9,[2],1.01,0.93
efeb37b5945d,2022-02-24T04:16:31.065Z,2022-02-24T04:13:04Z,99.9214016,26.5043072,2276.3,2241.74,0.4,NA,58.2,7,2,0,0,9,[2],1.13,0.91
efeb37b5945d,2022-02-24T05:01:28.426Z,2022-02-24T04:59:04Z,99.9211264,26.5042864,2254.57,2220.01,0,NA,215.8,7,2,0,0,9,[2],1.28,0.87
efeb37b5945d,2022-02-24T05:21:31.461Z,2022-02-24T05:20:04Z,99.9208896,26.5039216,2318.19,2283.63,0.2,NA,0,7,2,0,0,9,[2],1.18,0.91
efeb37b5945d,2022-03-10T15:57:43.289Z,2022-03-10T04:26:02Z,99.68064,36.3426464,3004.02,2958.86,0.2,NA,115.5,7,2,0,0,9,[2],0.89,0.92
efeb37b5945d,2022-03-11T15:56:44.537Z,2022-03-11T10:36:06Z,99.6756352,36.3386368,3043.54,2998.38,0,NA,0,7,2,0,0,9,[2],1.1,0.9
efeb37b5945d,2022-03-20T07:57:07.655Z,2022-03-20T04:02:04Z,98.576128,37.0105504,3526.71,3479.76,23.4,NA,252.9,7,2,0,0,9,[4],0.99,0.89
efeb37b5945d,2022-03-29T05:56:30.279Z,2022-03-29T04:46:06Z,98.4540416,36.8827424,2920.75,2874,0.4,NA,261,7,2,0,0,9,[2],1.11,0.82
efeb37b5945d,2022-02-24T03:56:37.254Z,2022-02-24T03:50:05Z,99.9212096,26.504192,2273.77,2239.2,0.2,NA,32.1,7,2,0,0,10,[2],1,0.93
efeb37b5945d,2022-02-24T04:16:31.067Z,2022-02-24T04:15:05Z,99.9212672,26.5042608,2289.27,2254.7,0.1,NA,0,7,2,0,0,10,[2],1.15,0.91
efeb37b5945d,2022-02-24T04:31:37.491Z,2022-02-24T04:30:05Z,99.9206592,26.5041584,2280.65,2246.09,0.1,NA,167,7,2,0,0,10,[2],2.72,0.94
efeb37b5945d,2022-02-24T04:41:35.637Z,2022-02-24T04:38:05Z,99.9199424,26.5038096,2313.24,2278.68,0.2,NA,0,7,2,0,0,10,[2],2.58,0.93
efeb37b5945d,2022-02-24T06:21:36.769Z,2022-02-24T06:20:05Z,99.92112,26.5041216,2242.89,2208.32,0.3,NA,1.8,7,2,0,0,10,[2],1.17,0.95
efeb37b5945d,2022-02-25T15:56:28.952Z,2022-02-25T12:56:01Z,99.9285184,26.5065328,2195.6,2161.04,0.1,NA,2.2,7,2,0,0,10,[1],0.95,0.9
efeb37b5945d,2022-02-26T07:56:56.387Z,2022-02-26T06:56:06Z,99.930176,26.5032096,2297.12,2262.56,0.1,NA,325.4,7,2,0,0,10,[1],0.89,0.92
efeb37b5945d,2022-03-10T15:57:43.29Z,2022-03-10T04:28:04Z,99.6806848,36.342688,3006.35,2961.19,0,NA,0,7,2,0,0,10,[2],0.89,0.93
efeb37b5945d,2022-03-20T07:57:07.679Z,2022-03-20T04:11:04Z,98.5099584,36.9381568,3109.14,3062.3,18.7,NA,201.1,7,2,0,0,10,[4],0.99,0.91
efeb37b5945d,2022-04-03T07:56:36.334Z,2022-04-03T00:56:01Z,98.448928,36.8709024,2944.2,2897.47,0.2,NA,337,7,2,0,0,10,[1],1.11,0.83
efeb37b5945d,2022-02-24T04:31:37.492Z,2022-02-24T04:31:06Z,99.9210688,26.5042432,2266.56,2232,0.2,NA,336.3,7,2,0,0,11,[2],1.13,0.88
efeb37b5945d,2022-03-20T07:57:07.682Z,2022-03-20T04:14:07Z,98.4968128,36.9097568,3011.1,2964.32,17.8,NA,202.5,7,2,0,0,12,[4],0.99,0.91
efeb37b5945d,2022-03-20T07:57:07.657Z,2022-03-20T04:03:07Z,98.564576,37.0042816,3458.84,3411.89,22.6,NA,235.3,7,2,0,0,13,[4],0.99,0.89
efeb37b5945d,2022-03-20T07:57:07.658Z,2022-03-20T04:04:07Z,98.5520256,37.0011776,3409.59,3362.65,20.8,NA,244.2,7,2,0,0,13,[4],0.99,0.89
efeb37b5945d,2022-03-20T07:57:07.674Z,2022-03-20T04:07:07Z,98.530912,36.9732864,3193.91,3147.01,20.5,NA,227.2,7,2,0,0,13,[4],0.99,0.9
efeb37b5945d,2022-03-20T07:57:07.678Z,2022-03-20T04:10:07Z,98.5130304,36.9474016,3102.39,3055.53,19.3,NA,215.3,7,2,0,0,13,[4],0.99,0.9
efeb37b5945d,2022-02-24T04:41:35.636Z,2022-02-24T04:37:09Z,99.9206528,26.5041248,2313.4,2278.83,0,NA,0,7,2,0,0,14,[2],1.12,0.87
efeb37b5945d,2022-03-14T07:57:04.522Z,2022-03-14T07:56:10Z,99.680608,36.3431168,3020.02,2974.85,0.1,NA,0,7,2,0,0,14,[1],1.06,0.82
efeb37b5945d,2022-03-20T07:57:12.5Z,2022-03-20T04:17:10Z,98.4872384,36.8940224,2935.93,2889.17,20.2,NA,205.3,7,1,0,0,15,[4],0.99,0.91
efeb37b5945d,2022-02-24T04:56:31.491Z,2022-02-24T04:50:10Z,99.9210368,26.5040832,2224.86,2190.29,0.3,NA,253,7,2,0,0,16,[2],1.55,0.87
efeb37b5945d,2022-03-11T06:26:35.955Z,2022-03-11T05:56:10Z,99.6805696,36.3432576,2988.74,2943.57,0.1,NA,0,7,2,0,0,16,"[1,2]",1.18,0.9
efeb37b5945d,2022-02-24T03:56:37.252Z,2022-02-24T03:48:13Z,99.9212032,26.5038704,2394.06,2359.49,0.1,NA,151.2,7,2,0,0,17,[2],1,0.93
efeb37b5945d,2022-03-31T07:57:37.127Z,2022-03-31T01:56:10Z,98.4295296,36.8718848,2932.67,2885.93,0.1,NA,0,7,2,0,0,17,[1],1.07,0.9
efeb37b5945d,2022-02-24T04:31:37.488Z,2022-02-24T04:24:13Z,99.9212544,26.5043568,2373.85,2339.28,0.1,NA,92.3,7,2,0,0,18,[2],1.16,0.95
efeb37b5945d,2022-02-25T02:31:39.145Z,2022-02-25T01:56:10Z,99.9208128,26.5040032,2204.24,2169.68,0.1,NA,0,7,2,0,0,19,[1],1.49,0.87
efeb37b5945d,2022-02-27T23:56:42.097Z,2022-02-27T18:56:10Z,99.9216128,26.5193616,2188.68,2154.12,0,NA,0,7,2,0,0,19,[1],1.05,0.8
efeb37b5945d,2022-02-27T23:56:42.098Z,2022-02-27T19:56:10Z,99.9218368,26.5193504,2191.43,2156.87,0,NA,0,7,2,0,0,19,[1],1.06,0.82
efeb37b5945d,2022-03-13T15:56:46.008Z,2022-03-13T15:56:10Z,99.68176,36.3423648,3047.13,3001.97,0,NA,189.1,7,2,0,0,19,[1],1.1,0.91
efeb37b5945d,2022-03-11T15:56:44.537Z,2022-03-11T10:26:17Z,99.6751616,36.3381536,3038.87,2993.72,0,NA,283.8,7,2,0,0,20,[2],1.14,0.88
efeb37b5945d,2022-03-10T15:57:35.441Z,2022-03-09T21:56:17Z,100.2481984,32.6899904,4691.35,4654.52,19.4,NA,352.6,7,2,0,0,21,[1],0.99,0.92
efeb37b5945d,2022-03-20T15:56:47.157Z,2022-03-20T13:56:17Z,98.4830784,36.8617024,2920.99,2874.3,0,NA,0,7,2,0,0,21,[1],1.05,0.85
efeb37b5945d,2022-03-30T15:56:31.589Z,2022-03-30T09:56:17Z,98.453824,36.8824352,2947.27,2900.52,0,NA,0,7,2,0,0,21,[1],0.94,0.79
efeb37b5945d,2022-03-30T15:56:31.59Z,2022-03-30T11:56:17Z,98.4529792,36.8821248,2923.56,2876.81,0,NA,0,7,2,0,0,23,[1],0.88,0.9
efeb37b5945d,2022-03-10T15:57:35.433Z,2022-03-09T13:56:17Z,100.6080832,28.247456,4223.74,4189.66,19.9,NA,40.3,7,2,0,0,24,[1],0.91,0.93
efeb37b5945d,2022-03-22T07:56:56.662Z,2022-03-21T09:56:17Z,98.49056,36.8658496,2946.43,2899.74,0,NA,0,7,2,0,0,24,[1],0.93,0.89
efeb37b5945d,2022-03-24T07:56:43.773Z,2022-03-23T09:56:16Z,98.452096,36.8685568,2948.97,2902.25,0,NA,178,7,2,0,0,24,[1],1.6,0.84
efeb37b5945d,2022-03-20T15:56:47.154Z,2022-03-20T09:56:17Z,98.4925824,36.8642656,2926.16,2879.47,0.2,NA,36.6,7,2,0,0,26,[1],1.07,0.93
efeb37b5945d,2022-03-20T15:56:47.155Z,2022-03-20T10:56:17Z,98.4919744,36.865456,2945.91,2899.22,0,NA,0,7,2,0,0,26,[1],0.91,0.89
efeb37b5945d,2022-03-20T07:57:04.963Z,2022-03-19T22:56:17Z,99.679648,36.3386304,3012.49,2967.33,0.1,NA,341.5,7,2,0,0,27,[1],1.39,0.91
efeb37b5945d,2022-03-25T07:56:28.65Z,2022-03-24T19:56:17Z,98.4507968,36.881152,2923.97,2877.22,0,NA,0,7,2,0,0,27,[1],0.95,0.92
efeb37b5945d,2022-03-11T05:41:36.897Z,2022-03-10T16:56:24Z,99.6807808,36.3432512,3053.04,3007.88,0.3,NA,0,7,2,0,0,31,[1],1.39,0.89
efeb37b5945d,2022-04-01T15:56:40.289Z,2022-04-01T08:56:25Z,98.4511104,36.8818048,2828.86,2782.11,0.1,NA,47.8,7,1,0,0,33,[1],1.37,0.78
efeb37b5945d,2022-03-12T23:57:24.009Z,2022-03-12T19:56:31Z,99.6813504,36.3423008,3122.04,3076.87,0,NA,67.8,7,2,0,0,36,[1],1.31,0.95
efeb37b5945d,2022-03-24T07:56:43.771Z,2022-03-23T03:56:37Z,98.4374464,36.876016,2940.36,2893.62,0,NA,0,7,2,0,0,40,[1],1.1,0.9
efeb37b5945d,2022-02-24T03:41:37.767Z,2022-02-24T00:56:31Z,99.9088384,26.5140768,2196.08,2161.52,16.1,NA,196.3,7,2,0,0,44,[1],2.22,1.88
efeb37b5945d,2022-03-25T15:57:06.557Z,2022-03-25T15:56:37Z,98.4440384,36.8840224,2938.01,2891.25,0.3,NA,293.7,7,2,0,0,44,[1],2.52,0.94
efeb37b5945d,2022-03-27T23:57:30.872Z,2022-03-27T22:55:54Z,98.4496128,36.8805696,2948.17,2901.42,0,NA,312.8,8,2,0,0,1,[1],0.97,0.84
efeb37b5945d,2022-04-01T07:56:40.156Z,2022-04-01T06:07:54Z,98.4499072,36.881856,2940.08,2893.33,0.5,NA,255.5,8,2,0,0,1,[4],1.27,0.88
efeb37b5945d,2022-03-02T07:57:10.726Z,2022-03-02T02:55:58Z,99.9295808,26.504,2184.86,2150.3,1.4,NA,94.7,8,2,0,0,2,[1],1.01,0.91
efeb37b5945d,2022-03-04T07:56:55.47Z,2022-03-04T02:55:58Z,99.9296128,26.503592,2192.79,2158.23,0.5,NA,213.7,8,2,0,0,2,[1],1.01,0.91
efeb37b5945d,2022-03-10T15:57:40.642Z,2022-03-10T03:57:18Z,99.6830208,36.3422208,3045.91,3000.75,1,NA,312.5,8,2,0,0,2,[4],0.86,0.81
efeb37b5945d,2022-03-11T15:56:44.54Z,2022-03-11T11:25:59Z,99.6805248,36.3431968,3034.34,2989.17,0.6,NA,162.1,8,2,0,0,2,[2],1.59,0.86
efeb37b5945d,2022-03-28T15:56:40.647Z,2022-03-28T14:47:59Z,98.4502336,36.8810848,2936.25,2889.5,1.5,NA,47.8,8,2,0,0,2,[4],1.03,0.89
efeb37b5945d,2022-03-28T15:56:40.649Z,2022-03-28T14:55:57Z,98.4502464,36.881152,2934.37,2887.62,1.2,NA,274.9,8,2,0,0,2,"[1,2]",1.03,0.87
efeb37b5945d,2022-04-01T15:56:40.294Z,2022-04-01T13:55:59Z,98.4513792,36.8842432,2939.57,2892.82,0.2,NA,44.3,8,2,0,0,2,[1],0.99,0.79
efeb37b5945d,2022-04-02T06:11:28.475Z,2022-04-02T06:02:57Z,98.4499712,36.881776,2911.53,2864.78,0,NA,0,8,2,0,0,2,[2],1.19,0.89
efeb37b5945d,2022-04-02T06:11:28.479Z,2022-04-02T06:09:56Z,98.4499712,36.8818464,2923,2876.25,1.6,NA,168.9,8,2,0,0,2,[2],1.26,0.89
efeb37b5945d,2022-04-02T06:16:46.705Z,2022-04-02T06:14:56Z,98.4499136,36.8818592,2957.42,2910.66,0.2,NA,0,8,2,0,0,2,[2],1.23,0.93
efeb37b5945d,2022-04-02T06:21:34.216Z,2022-04-02T06:20:56Z,98.4500032,36.881824,2918.41,2871.66,0.2,NA,0,8,2,0,0,2,[2],1.23,0.92
efeb37b5945d,2022-04-02T06:46:30.735Z,2022-04-02T06:29:55Z,98.4498816,36.8819648,2916.92,2870.17,0.7,NA,57.7,8,2,0,0,2,[2],1.2,0.9
efeb37b5945d,2022-04-02T06:46:30.742Z,2022-04-02T06:39:55Z,98.4497216,36.8818848,2934.83,2888.08,0.1,NA,0,8,2,0,0,2,[2],1.16,0.88
efeb37b5945d,2022-04-02T06:51:32.863Z,2022-04-02T06:48:57Z,98.4498688,36.8818464,2945.28,2898.53,0,NA,0,8,2,0,0,2,[2],0.99,0.83
efeb37b5945d,2022-04-02T08:51:39.273Z,2022-04-02T08:29:56Z,98.4514112,36.8814688,2975.89,2929.14,0.8,NA,32.2,8,2,0,0,2,[2],0.94,0.79
efeb37b5945d,2022-04-02T08:51:39.285Z,2022-04-02T08:48:56Z,98.4509504,36.8816352,2945.91,2899.16,0.4,NA,19.4,8,2,0,0,2,[2],1.09,0.79
efeb37b5945d,2022-04-02T08:56:27.843Z,2022-04-02T08:55:55Z,98.4508032,36.8819232,2912.19,2865.44,0,NA,0,8,2,0,0,2,"[1,2]",1.12,0.82
efeb37b5945d,2022-04-02T15:56:46.403Z,2022-04-02T13:48:59Z,98.4943232,36.9291104,3101.38,3054.55,22.4,NA,220.5,8,2,0,0,2,[4],1.05,1.25
efeb37b5945d,2022-04-02T15:56:46.408Z,2022-04-02T13:56:59Z,98.4896896,36.9119872,3068.27,3021.48,22.2,NA,254.2,8,2,0,0,2,[4],1.01,0.78
efeb37b5945d,2022-02-24T05:06:34.258Z,2022-02-24T05:05:58Z,99.9209344,26.5039392,2197.87,2163.31,0.3,NA,261.1,8,2,0,0,3,[2],1.2,0.87
efeb37b5945d,2022-02-24T08:36:29.51Z,2022-02-24T08:33:57Z,99.9211584,26.5039904,2193.83,2159.26,1.1,NA,19.8,8,2,0,0,3,[2],1.05,0.8
efeb37b5945d,2022-02-25T15:56:28.954Z,2022-02-25T14:55:54Z,99.9284352,26.5060288,2191.97,2157.41,0.9,NA,22,8,2,0,0,3,[1],0.95,0.82
efeb37b5945d,2022-03-10T15:57:40.628Z,2022-03-10T03:49:56Z,99.6905152,36.2804224,3332.67,3287.64,18.7,NA,7.9,8,2,0,0,3,[4],0.87,0.8
efeb37b5945d,2022-03-10T15:57:40.631Z,2022-03-10T03:51:56Z,99.6775744,36.3034016,3205.57,3160.49,25.4,NA,334.7,8,2,0,0,3,[4],0.95,0.81
efeb37b5945d,2022-03-10T15:57:43.294Z,2022-03-10T04:33:55Z,99.6808576,36.342624,3023.08,2977.91,0.9,NA,88.5,8,2,0,0,3,[2],0.82,0.9
efeb37b5945d,2022-03-10T15:57:43.297Z,2022-03-10T04:41:57Z,99.680832,36.3426816,3024.84,2979.68,0.1,NA,99.9,8,2,0,0,3,[2],0.83,0.95
efeb37b5945d,2022-03-10T15:57:48.29Z,2022-03-10T07:55:54Z,99.6818368,36.343024,3045.68,3000.51,0.1,NA,113.6,8,2,0,0,3,"[1,2]",1.28,0.9
efeb37b5945d,2022-03-11T06:26:35.957Z,2022-03-11T06:13:57Z,99.6813248,36.3434336,2996.6,2951.44,0.4,NA,244.3,8,2,0,0,3,[2],0.94,0.81
efeb37b5945d,2022-03-11T06:26:35.961Z,2022-03-11T06:19:56Z,99.6819456,36.3432224,3020.33,2975.17,0.3,NA,298.2,8,2,0,0,3,[2],0.97,0.75
efeb37b5945d,2022-03-11T06:26:35.963Z,2022-03-11T06:23:56Z,99.6835072,36.343792,2900.52,2855.35,2.4,NA,285,8,2,0,0,3,[2],1.09,0.82
efeb37b5945d,2022-03-12T15:57:03.476Z,2022-03-12T08:55:57Z,99.6714752,36.4220736,2949.02,2903.68,0.9,NA,122,8,2,0,0,3,[1],1.03,0.8
efeb37b5945d,2022-03-28T23:56:24.07Z,2022-03-28T16:55:58Z,98.44992,36.8782944,2952.04,2905.29,0.1,NA,70.8,8,2,0,0,3,[1],0.94,0.8
efeb37b5945d,2022-03-28T23:56:24.071Z,2022-03-28T17:55:58Z,98.4499968,36.8783456,2963.69,2916.94,0.6,NA,276.2,8,2,0,0,3,[1],0.98,0.75
efeb37b5945d,2022-03-28T23:56:24.076Z,2022-03-28T22:55:57Z,98.4644032,36.8678944,2913.38,2866.67,4.5,NA,182.2,8,2,0,0,3,[1],1.03,0.78
efeb37b5945d,2022-03-29T10:56:38.091Z,2022-03-29T08:47:57Z,98.450464,36.884272,2990.96,2944.2,0.2,NA,0,8,2,0,0,3,[2],1.09,0.81
efeb37b5945d,2022-04-01T07:56:37.857Z,2022-04-01T05:56:55Z,98.4493184,36.8809728,2961.61,2914.86,0.1,NA,0,8,2,0,0,3,[4],0.99,0.81
efeb37b5945d,2022-04-02T05:57:07.901Z,2022-04-02T05:51:57Z,98.4499968,36.8818784,2865.12,2818.37,0.2,NA,351,8,2,0,0,3,[2],1.03,0.83
efeb37b5945d,2022-04-02T06:01:26.606Z,2022-04-02T05:59:57Z,98.4499136,36.8817376,2916.07,2869.32,0.3,NA,0.3,8,2,0,0,3,[2],1.22,0.93
efeb37b5945d,2022-04-02T06:46:30.734Z,2022-04-02T06:27:57Z,98.4499008,36.881984,2939.37,2892.62,0.2,NA,0.6,8,2,0,0,3,[2],1.3,0.92
efeb37b5945d,2022-04-02T06:46:34.964Z,2022-04-02T06:45:57Z,98.4498816,36.8818432,2938.88,2892.13,0.2,NA,161.6,8,2,0,0,3,[2],0.95,0.8
efeb37b5945d,2022-04-02T06:56:32.814Z,2022-04-02T06:51:57Z,98.449952,36.881856,2941.55,2894.8,0.1,NA,0,8,2,0,0,3,[2],0.99,0.81
efeb37b5945d,2022-04-02T06:56:32.817Z,2022-04-02T06:55:57Z,98.449984,36.8818784,2938.02,2891.27,0.3,NA,347.3,8,2,0,0,3,"[1,2]",1.05,0.78
efeb37b5945d,2022-04-02T07:41:31.344Z,2022-04-02T06:59:56Z,98.4499584,36.88184,2939.41,2892.66,0.1,NA,356.6,8,2,0,0,3,[2],1.36,0.83
efeb37b5945d,2022-04-02T07:41:33.178Z,2022-04-02T07:37:57Z,98.4510784,36.8819392,2929.41,2882.66,0.1,NA,0,8,2,0,0,3,[2],0.96,0.78
efeb37b5945d,2022-04-02T08:51:36.644Z,2022-04-02T08:07:58Z,98.4510592,36.881616,2947.92,2901.17,2.9,NA,307.2,8,2,0,0,3,[2],0.93,0.81
efeb37b5945d,2022-04-02T08:51:36.647Z,2022-04-02T08:09:56Z,98.4510784,36.8815648,2967.02,2920.27,0.1,NA,0,8,2,0,0,3,[2],0.93,0.81
efeb37b5945d,2022-04-02T08:51:36.649Z,2022-04-02T08:13:56Z,98.4513728,36.8814496,2992.74,2945.99,0.1,NA,0,8,2,0,0,3,[2],0.94,0.81
efeb37b5945d,2022-04-02T08:51:36.653Z,2022-04-02T08:19:56Z,98.4514688,36.881424,2981.45,2934.7,0.4,NA,313.1,8,2,0,0,3,[2],0.94,0.81
efeb37b5945d,2022-04-02T08:51:39.272Z,2022-04-02T08:27:56Z,98.4515776,36.881392,2984.16,2937.41,0.3,NA,230.9,8,2,0,0,3,[2],0.94,0.8
efeb37b5945d,2022-04-02T15:56:31.781Z,2022-04-02T09:19:56Z,98.4514304,36.8815808,2944.04,2897.29,2.3,NA,96.2,8,2,0,0,3,[2],1.08,0.78
efeb37b5945d,2022-04-02T15:56:46.406Z,2022-04-02T13:52:59Z,98.4947904,36.9323744,3046.52,2999.69,4.8,NA,89,8,2,0,0,3,[4],1.02,0.78
efeb37b5945d,2022-04-02T15:56:48.934Z,2022-04-02T14:03:59Z,98.449568,36.9042208,3027.34,2980.54,24.5,NA,183.5,8,2,0,0,3,[4],1.05,0.9
